date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:22	1546/1546	---M--	200	added ('OK')	image/jpeg	etag:%2260a-607430ddc260d%22	https://themesbrand.com/lexa/layouts/assets/images/flags/french_flag.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/flags/french_flag.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:22	2006/2006	---M--	200	added ('OK')	image/jpeg	etag:%227d6-607430ddc260d%22	https://themesbrand.com/lexa/layouts/assets/images/flags/spain_flag.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/flags/spain_flag.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:22	1475/1475	---M--	200	added ('OK')	image/jpeg	etag:%225c3-607430ddc260d%22	https://themesbrand.com/lexa/layouts/assets/images/flags/russia_flag.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/flags/russia_flag.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:22	4892/4892	---M--	200	added ('OK')	image/jpeg	etag:%22131c-607430ddc742d%22	https://themesbrand.com/lexa/layouts/assets/images/users/user-4.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/users/user-4.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:23	48222/48222	---M-Z	200	added ('OK')	text/html	etag:%22bc5e-607430ddf528e-gzip%22	https://themesbrand.com/lexa/layouts/calendar.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/calendar.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:23	76216/76216	---M-Z	200	added ('OK')	text/html	etag:%22129b8-607430ddf71ce-gzip%22	https://themesbrand.com/lexa/layouts/email-inbox.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/email-inbox.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:23	53209/53209	---M-Z	200	added ('OK')	text/html	etag:%22cfd9-607430ddf71ce-gzip%22	https://themesbrand.com/lexa/layouts/email-read.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/email-read.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:23	47919/47919	---M-Z	200	added ('OK')	text/html	etag:%22bb2f-607430ddf71ce-gzip%22	https://themesbrand.com/lexa/layouts/email-compose.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/email-compose.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:24	96397/96397	---M-Z	200	added ('OK')	text/html	etag:%221788d-607430ddf71ce-gzip%22	https://themesbrand.com/lexa/layouts/chat.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/chat.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:24	103701/103701	---M-Z	200	added ('OK')	text/html	etag:%2219515-607430ddfdf2f-gzip%22	https://themesbrand.com/lexa/layouts/kanbanboard.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/kanbanboard.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:24	53531/53531	---M-Z	200	added ('OK')	text/html	etag:%22d11b-607430de07b6f-gzip%22	https://themesbrand.com/lexa/layouts/ui-alerts.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-alerts.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:24	61252/61252	---M-Z	200	added ('OK')	text/html	etag:%22ef44-607430de08b0f-gzip%22	https://themesbrand.com/lexa/layouts/ui-buttons.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-buttons.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:25	62007/62007	---M-Z	200	added ('OK')	text/html	etag:%22f237-607430de08b0f-gzip%22	https://themesbrand.com/lexa/layouts/ui-cards.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-cards.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:25	53630/53630	---M-Z	200	added ('OK')	text/html	etag:%22d17e-607430de09aaf-gzip%22	https://themesbrand.com/lexa/layouts/ui-carousel.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-carousel.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:25	84872/84872	---M-Z	200	added ('OK')	text/html	etag:%2214b88-607430de0aa4f-gzip%22	https://themesbrand.com/lexa/layouts/ui-dropdowns.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-dropdowns.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:25	44040/44040	---M-Z	200	added ('OK')	text/html	etag:%22ac08-607430de07b6f-gzip%22	https://themesbrand.com/lexa/layouts/ui-badge.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-badge.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:25	65960/65960	---M-Z	200	added ('OK')	text/html	etag:%22101a8-607430de0e8cf-gzip%22	https://themesbrand.com/lexa/layouts/ui-utilities.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-utilities.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:26	46809/46809	---M-Z	200	added ('OK')	text/html	etag:%22b6d9-607430de0aa4f-gzip%22	https://themesbrand.com/lexa/layouts/ui-grid.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-grid.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:26	47237/47237	---M-Z	200	added ('OK')	text/html	etag:%22b885-607430de0b9ef-gzip%22	https://themesbrand.com/lexa/layouts/ui-images.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-images.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:26	48178/48178	---M-Z	200	added ('OK')	text/html	etag:%22bc32-607430de0b9ef-gzip%22	https://themesbrand.com/lexa/layouts/ui-lightbox.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-lightbox.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:26	86785/86785	---M-Z	200	added ('OK')	text/html	etag:%2215301-607430de0b9ef-gzip%22	https://themesbrand.com/lexa/layouts/ui-modals.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-modals.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:26	49531/49531	---M-Z	200	added ('OK')	text/html	etag:%22c17b-6099cdd41a735-gzip%22	https://themesbrand.com/lexa/layouts/ui-colors.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-colors.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:27	50935/50935	---M-Z	200	added ('OK')	text/html	etag:%22c6f7-607430de0b9ef-gzip%22	https://themesbrand.com/lexa/layouts/ui-offcanvas.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-offcanvas.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:27	51774/51774	---M-Z	200	added ('OK')	text/html	etag:%22ca3e-607430de0c98f-gzip%22	https://themesbrand.com/lexa/layouts/ui-pagination.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-pagination.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:27	44738/44738	---M-Z	200	added ('OK')	text/html	etag:%22aec2-607430de0c98f-gzip%22	https://themesbrand.com/lexa/layouts/ui-popover-tooltips.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-popover-tooltips.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:27	46748/46748	---M-Z	200	added ('OK')	text/html	etag:%22b69c-607430de0c98f-gzip%22	https://themesbrand.com/lexa/layouts/ui-rangeslider.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-rangeslider.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:28	42281/42281	---M-Z	200	added ('OK')	text/html	etag:%22a529-607430de0d92f-gzip%22	https://themesbrand.com/lexa/layouts/ui-session-timeout.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-session-timeout.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:28	51364/51364	---M-Z	200	added ('OK')	text/html	etag:%22c8a4-607430de0c98f-gzip%22	https://themesbrand.com/lexa/layouts/ui-progressbars.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-progressbars.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:28	46145/46145	---M-Z	200	added ('OK')	text/html	etag:%22b441-607430de0d92f-gzip%22	https://themesbrand.com/lexa/layouts/ui-sweet-alert.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-sweet-alert.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:28	81908/81908	---M-Z	200	added ('OK')	text/html	etag:%2213ff4-607430de0d92f-gzip%22	https://themesbrand.com/lexa/layouts/ui-tabs-accordions.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-tabs-accordions.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:29	51982/51982	---M-Z	200	added ('OK')	text/html	etag:%22cb0e-607430de0e8cf-gzip%22	https://themesbrand.com/lexa/layouts/ui-typography.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-typography.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:29	43697/43697	---M-Z	200	added ('OK')	text/html	etag:%22aab1-607430de0f86f-gzip%22	https://themesbrand.com/lexa/layouts/ui-video.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/ui-video.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:29	73928/73928	---M-Z	200	added ('OK')	text/html	etag:%22120c8-607430ddf910e-gzip%22	https://themesbrand.com/lexa/layouts/form-elements.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/form-elements.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:29	64510/64510	---M-Z	200	added ('OK')	text/html	etag:%22fbfe-607430ddfa0ae-gzip%22	https://themesbrand.com/lexa/layouts/form-validation.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/form-validation.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:30	71343/71343	---M-Z	200	added ('OK')	text/html	etag:%22116af-607430ddf816e-gzip%22	https://themesbrand.com/lexa/layouts/form-advanced.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/form-advanced.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:30	41134/41134	---M-Z	200	added ('OK')	text/html	etag:%22a0ae-607430ddf816e-gzip%22	https://themesbrand.com/lexa/layouts/form-editors.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/form-editors.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:30	42213/42213	---M-Z	200	added ('OK')	text/html	etag:%22a4e5-607430ddf910e-gzip%22	https://themesbrand.com/lexa/layouts/form-uploads.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/form-uploads.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:30	44701/44701	---M-Z	200	added ('OK')	text/html	etag:%22ae9d-607430ddfa0ae-gzip%22	https://themesbrand.com/lexa/layouts/form-xeditable.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/form-xeditable.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:31	48579/48579	---M-Z	200	added ('OK')	text/html	etag:%22bdc3-607430ddf622e-gzip%22	https://themesbrand.com/lexa/layouts/charts-morris.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/charts-morris.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:31	54254/54254	---M-Z	200	added ('OK')	text/html	etag:%22d3ee-607430ddf528e-gzip%22	https://themesbrand.com/lexa/layouts/charts-chartist.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/charts-chartist.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:31	51061/51061	---M-Z	200	added ('OK')	text/html	etag:%22c775-6240578e90e28-gzip%22	https://themesbrand.com/lexa/layouts/charts-chartjs.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/charts-chartjs.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:31	47806/47806	---M-Z	200	added ('OK')	text/html	etag:%22babe-607430ddf622e-gzip%22	https://themesbrand.com/lexa/layouts/charts-flot.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/charts-flot.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:31	50943/50943	---M-Z	200	added ('OK')	text/html	etag:%22c6ff-607430ddf528e-gzip%22	https://themesbrand.com/lexa/layouts/charts-c3.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/charts-c3.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:32	44462/44462	---M-Z	200	added ('OK')	text/html	etag:%22adae-607430ddf71ce-gzip%22	https://themesbrand.com/lexa/layouts/charts-other.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/charts-other.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:32	79756/79756	---M-Z	200	added ('OK')	text/html	etag:%221378c-607430de06bcf-gzip%22	https://themesbrand.com/lexa/layouts/tables-basic.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/tables-basic.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:32	104004/104004	---M-Z	200	added ('OK')	text/html	etag:%2219644-607430de06bcf-gzip%22	https://themesbrand.com/lexa/layouts/tables-datatable.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/tables-datatable.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:32	73302/73302	---M-Z	200	added ('OK')	text/html	etag:%2211e56-607430de06bcf-gzip%22	https://themesbrand.com/lexa/layouts/tables-responsive.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/tables-responsive.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:33	46314/46314	---M-Z	200	added ('OK')	text/html	etag:%22b4ea-607430de06bcf-gzip%22	https://themesbrand.com/lexa/layouts/tables-editable.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/tables-editable.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:33	46246/46246	---M-Z	200	added ('OK')	text/html	etag:%22b4a6-607430ddfb04f-gzip%22	https://themesbrand.com/lexa/layouts/icons-material.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/icons-material.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:33	209581/209581	---M-Z	200	added ('OK')	text/html	etag:%22332ad-607430ddfb04f-gzip%22	https://themesbrand.com/lexa/layouts/icons-ion.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/icons-ion.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:33	42170/42170	---M-Z	200	added ('OK')	text/html	etag:%22a4ba-607430ddfa0ae-gzip%22	https://themesbrand.com/lexa/layouts/icons-fontawesome.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/icons-fontawesome.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:33	122292/122292	---M-Z	200	added ('OK')	text/html	etag:%221ddb4-607430ddfb04f-gzip%22	https://themesbrand.com/lexa/layouts/icons-themify.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/icons-themify.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:34	88446/88446	---M-Z	200	added ('OK')	text/html	etag:%221597e-607430ddfa0ae-gzip%22	https://themesbrand.com/lexa/layouts/icons-dripicons.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/icons-dripicons.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:34	107794/107794	---M-Z	200	added ('OK')	text/html	etag:%221a512-607430ddfbfef-gzip%22	https://themesbrand.com/lexa/layouts/icons-typicons.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/icons-typicons.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:34	42899/42899	---M-Z	200	added ('OK')	text/html	etag:%22a793-607430de03cef-gzip%22	https://themesbrand.com/lexa/layouts/maps-google.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/maps-google.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:34	43746/43746	---M-Z	200	added ('OK')	text/html	etag:%22aae2-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/maps-vector.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/maps-vector.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:35	75159/75159	---M-Z	200	added ('OK')	text/html	etag:%2212597-607430de02d4f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-light-sidebar.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-light-sidebar.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:35	75175/75175	---M-Z	200	added ('OK')	text/html	etag:%22125a7-607430ddffe6f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-compact-sidebar.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-compact-sidebar.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:35	75192/75192	---M-Z	200	added ('OK')	text/html	etag:%22125b8-607430de02d4f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-icon-sidebar.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-icon-sidebar.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:35	75218/75218	---M-Z	200	added ('OK')	text/html	etag:%22125d2-607430ddfeecf-gzip%22	https://themesbrand.com/lexa/layouts/layouts-boxed.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-boxed.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:36	75615/75615	---M-Z	200	added ('OK')	text/html	etag:%221275f-607430de02d4f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-preloader.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-preloader.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:36	75152/75152	---M-Z	200	added ('OK')	text/html	etag:%2212590-607430ddfeecf-gzip%22	https://themesbrand.com/lexa/layouts/layouts-colored-sidebar.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-colored-sidebar.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:36	79755/79755	---M-Z	200	added ('OK')	text/html	etag:%221378b-607430de02d4f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-horizontal.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-horizontal.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:36	79777/79777	---M-Z	200	added ('OK')	text/html	etag:%22137a1-607430de00e0f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-hori-topbar-dark.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-hori-topbar-dark.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:36	80257/80257	---M-Z	200	added ('OK')	text/html	etag:%2213981-607430de00e0f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-hori-preloader.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-hori-preloader.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:37	79793/79793	---M-Z	200	added ('OK')	text/html	etag:%22137b1-607430ddffe6f-gzip%22	https://themesbrand.com/lexa/layouts/layouts-hori-boxed-width.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/layouts-hori-boxed-width.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:37	5214/5214	---M-Z	200	added ('OK')	text/html	etag:%22145e-607430de05c2f-gzip%22	https://themesbrand.com/lexa/layouts/pages-login.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-login.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:37	4997/4997	---M-Z	200	added ('OK')	text/html	etag:%221385-607430de05c2f-gzip%22	https://themesbrand.com/lexa/layouts/pages-register.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-register.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:37	4039/4039	---M-Z	200	added ('OK')	text/html	etag:%22fc7-607430de05c2f-gzip%22	https://themesbrand.com/lexa/layouts/pages-recoverpw.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-recoverpw.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:38	4324/4324	---M-Z	200	added ('OK')	text/html	etag:%2210e4-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/pages-lock-screen.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-lock-screen.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:38	48451/48451	---M-Z	200	added ('OK')	text/html	etag:%22bd43-607430de05c2f-gzip%22	https://themesbrand.com/lexa/layouts/pages-timeline.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-timeline.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:38	50368/50368	---M-Z	200	added ('OK')	text/html	etag:%22c4c0-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/pages-invoice.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-invoice.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:38	54977/54977	---M-Z	200	added ('OK')	text/html	etag:%22d6c1-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/pages-directory.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-directory.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:39	37285/37285	---M-Z	200	added ('OK')	text/html	etag:%2291a5-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/pages-blank.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-blank.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:39	2663/2663	---M-Z	200	added ('OK')	text/html	etag:%22a67-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/pages-404.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-404.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:39	2661/2661	---M-Z	200	added ('OK')	text/html	etag:%22a65-607430de04c8f-gzip%22	https://themesbrand.com/lexa/layouts/pages-500.html	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/pages-500.html	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:39	5310/5310	---M--	200	added ('OK')	image/jpeg	etag:%2214be-607430ddc742d%22	https://themesbrand.com/lexa/layouts/assets/images/users/user-1.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/users/user-1.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:39	7324/7324	---M--	200	added ('OK')	image/jpeg	etag:%221c9c-607430ddc742d%22	https://themesbrand.com/lexa/layouts/assets/images/users/user-2.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/users/user-2.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:40	4635/4635	---M--	200	added ('OK')	image/jpeg	etag:%22121b-607430ddc742d%22	https://themesbrand.com/lexa/layouts/assets/images/users/user-3.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/users/user-3.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
23:04:40	5423/5423	---M--	200	added ('OK')	image/jpeg	etag:%22152f-607430ddc742d%22	https://themesbrand.com/lexa/layouts/assets/images/users/user-5.jpg	C:/My%20Web%20Sites/admin4/themesbrand.com/lexa/layouts/assets/images/users/user-5.jpg	(from https://themesbrand.com/lexa/layouts/index.html)
